id,keyword,text,pics,timestamp,source,user_name,reposts_count,comments_count,attitudes_count,created_at,updated_at
5190808596910563,俄罗斯闪击乌克兰,国内很多人站着说话腰不疼，说乌克兰人可以割地议和，这样就不用再死人。能说这种话的基本是脑癌。说实话，如果不是乌克兰人拼死抵抗，这个国家在2022年俄军闪击基辅的时候，就已经不复存在了。俄国是因为闪击基辅的失败，才退而求其次，打算吞并乌东地区。毛子的胃口比你想象得要大得多。而且毛子要是 ...全文,,1753068673,新浪微博移动端,第三十七回,1,21,136,2025-10-27 20:05:51,2025-10-27 20:05:51
5185907356603978,俄罗斯闪击乌克兰,清晰版，乌克兰特种部队小队成功对边境附近的俄罗斯阵地实施了闪电突袭。在恶劣天气和敌后作战中，队员们消灭了敌方人员，缴获了装备，并带回了宝贵的战斗经验。英语字幕#关注俄乌局势最新进展# 牂牁萨满的微博视频 ,,1751900126,新浪微博移动端,牂牁萨满,3,2,40,2025-10-27 20:05:58,2025-10-27 20:05:58
5148851561566004,俄罗斯闪击乌克兰,#法国向乌克兰追加20亿欧元军援# 法国马克龙，欧洲必须准备好爆发和俄罗斯的战争，莫斯科随时都可能越过边境闪击立陶宛。 冷静_1980的微博视频 ,,1743065336,新浪微博移动端,冷静_1980,7,4,34,2025-10-27 20:06:09,2025-10-27 20:06:09
5143830660907446,一小时二十分,一个改善：有在刻意减少每天的咖啡摄入，最近保持十二点后就不再喝咖啡的习惯，晚上的深睡时间明显多起来，昨晚更是增加到了一小时二十分。之前一天2-3杯，常常早上下午傍晚喝一杯。 ,"https://wx1.sinaimg.cn/large/862438e0gy1hzfltgtf6nj214y29oqh6.jpg,https://wx1.sinaimg.cn/large/862438e0gy1hzflvg5rpqj20wi1yc7el.jpg",1741868260,新浪微博移动端,唐拖泥,1,15,27,2025-10-27 20:05:26,2025-10-27 20:05:26
5138777560323432,俄罗斯闪击乌克兰,俄乌战争三周年，俄罗斯武装直升机突袭乌克兰安东诺夫机场，却以失败告终。#历史那些事# 万里桐花开的微博视频 ,,1740663507,新浪微博移动端,万里桐花开,82,82,588,2025-10-27 20:06:00,2025-10-27 20:06:00
5137350395172101,俄罗斯闪击乌克兰,2022年2月24日，俄乌开战首日：俄空降步兵闪击安东诺夫机场，第一视角复盘整个作战过程，俄罗斯空降部队突袭乌克兰基辅的安东诺夫机场，成功占领机场并击退乌步兵部队。此次行动展示了俄罗斯空降部队的快速反应和强大战斗力#俄乌冲突# 清宁日月v的微博视频 ,,1740323244,新浪微博移动端,清宁日月v,25,13,82,2025-10-27 20:06:00,2025-10-27 20:06:00
5132809714794683,一小时二十分,大熊猫和花 9：37听见谭爷爷喊加餐，可惜我还没排到前台。9：46排队一小时二十分，终于看到了侧面吃播的花叶姐妹。花花吃了一会儿就去喝水了，直到保安喊大家时间到了，满心遗憾没能看到花花正脸。突然，花花似乎听到了ee的心声，喝完水慢慢走回了前台。看到花花大正脸的那一刻，我的眼泪都快 ...全文,"https://wx1.sinaimg.cn/large/498f81c9gy1hygg1gpm0ij21400u0tka.jpg,https://wx1.sinaimg.cn/large/498f81c9gy1hygg1hf6n1j21400u07go.jpg,https://wx1.sinaimg.cn/large/498f81c9gy1hygg1if1wpj21400u0wq2.jpg,https://wx1.sinaimg.cn/large/498f81c9gy1hygg1jeqlfj21400u0146.jpg,https://wx1.sinaimg.cn/large/498f81c9gy1hygg1ph1rmj21400u04ar.jpg,https://wx1.sinaimg.cn/large/498f81c9gy1hygg1q38l2j21hc0u0h5x.jpg,https://wx1.sinaimg.cn/large/498f81c9gy1hygg1qntlwj21hc0u0wuw.jpg,https://wx1.sinaimg.cn/large/498f81c9gy1hygg1rgdfej21hc0u0wxx.jpg,https://wx1.sinaimg.cn/large/498f81c9gy1hygg1s3ck3j21hc0u0h5h.jpg",1739240661,新浪微博移动端,快乐香猪猪,7,21,98,2025-10-27 20:05:28,2025-10-27 20:05:28
5111511739533547,俄罗斯闪击乌克兰,据俄罗斯“纽带”新闻网（lenta.ru）13日报道，俄罗斯战地记者尤里-科特诺克透露了其细节：本月6日，一支只装备了轻武器的朝鲜士兵，徒步穿越2公里雷区后，从三面对据守库尔斯克地区普列霍沃村的乌克兰军队，发起了“闪电般”的冲锋。经过短短2.5小时的激烈交火，消灭了300乌军并成功占领普列霍沃村。  ...全文,,1734162829,新浪微博移动端,第一军情,2,0,23,2025-10-27 20:06:09,2025-10-27 20:06:09
5105146977845597,俄罗斯闪击乌克兰,@翟翾 俄军闪击攻下大乌东心脏了 川普要决定泽伦斯基生死了#初雪# 武力统一的微博视频 ,,1732645351,新浪微博移动端,灭蛙,5,4,38,2025-10-27 20:06:10,2025-10-27 20:06:10
5103550022025909,俄罗斯闪击乌克兰,2日俄乌局势突变前因后果总结。（字幕版）我勒个又要闪击波兰？俄罗斯威胁用先进武器瞄准美国在波兰新导弹防御基地，此前莫斯科已在相关基地启用后警告，此情况发生在乌克兰发射洲际弹道导弹数小时后。俄外长发言人谴责该基地，波兰称其纯防御无核武。乌克兰报道俄发射洲际导弹，且本周美用提供导弹 ...全文,,1732264606,新浪微博移动端,龚凯杰,8,2,34,2025-10-27 20:06:10,2025-10-27 20:06:10
5091286741421085,1h22min,嚯，今天上午合肥新桥飞北京首都T2只用了1h22min正常应该得1h30min到50min，我最常飞这条线，比高铁4-5h快的多，而且没有小孩子哭闹，转机啥的也更方便，就是希望合肥T2使用以后能多点航线出来 ,"https://wx1.sinaimg.cn/large/aab3ec8cly1hurz3js2dvj20zu157thm.jpg,https://wx1.sinaimg.cn/large/aab3ec8cly1hurz3l2knuj20zu1nkap6.jpg",1729340813,新浪微博移动端,科技九洲君,63,179,270,2025-10-27 20:04:28,2025-10-27 20:04:28
5087875504277307,1h22min,#柳智敏solo单曲up成绩#｜#柳智敏女五一# ⚠️注意看⚠️就是这个UP，发布12h，Melon 29min点赞突破5k、1h22min点赞突破1w、5h44min点赞突破2w、Melon实时一位、十次破表、已经挂上窗帘了…即将迎来Melon日榜结算，想看看UP能攀登到什么地步吗？想看就快快来切🔪🍉 ,https://wx1.sinaimg.cn/large/6bd2f55bgy1huh3j6qp15j20yi19rtfv.jpg,1728527511,新浪微博移动端,OnlyYolo_柳智敏,3,63,627,2025-10-27 20:04:36,2025-10-27 20:04:36
5057420309300140,一小时二十分,到处路堵，以前十几分的路程，今天跑了一小时二十分。 ,https://wx1.sinaimg.cn/large/006TzCWYly1hrrxt82kwoj32c03404qt.jpg,1721266427,新浪微博移动端,Mr-冬叔-,1,5,46,2025-10-27 20:05:18,2025-10-27 20:05:18
5039087599750084,1h22min,如果俄罗斯真的1h22min速通乌克兰，现在的世界格局会怎样？ ,https://wx1.sinaimg.cn/large/006UZHUIgy1hq5gbux45ej30u00pdwgq.jpg,1716895568,新浪微博移动端,贤妻良母叶文洁,7,16,142,2025-10-27 20:04:44,2025-10-27 20:04:44
5013622205972857,1h22min,【不靠谱的加航｜历经万难抵达温哥华】🏖AC237  B737-8 MAX  C-GEIV  24/01/19🗺埃德蒙顿YEG—&gt;温哥华YVR  1h22min  811km经历了埃德蒙顿机场的惊魂一刻，终于顺利地登上了前往温哥华的飞机，被安排在了最后一排靠窗座位，非常幸运隔壁是本次航班唯一一个空座位。在当天飞往温哥华的航班大量取 ...全文,"https://wx1.sinaimg.cn/large/006wfHWTgy1hnw7nseabaj32c0340kjn.jpg,https://wx1.sinaimg.cn/large/006wfHWTgy1hnw7nu06vaj33402c07wj.jpg,https://wx1.sinaimg.cn/large/006wfHWTgy1hnw7nvegt3j32c0340qv5.jpg,https://wx1.sinaimg.cn/large/006wfHWTgy1hnw7nwitooj326l2vakjl.jpg,https://wx1.sinaimg.cn/large/006wfHWTgy1hnw7nqmu7qj33402c0kjm.jpg,https://wx1.sinaimg.cn/large/006wfHWTgy1hnw7nyi0dkj32c0340e83.jpg,https://wx1.sinaimg.cn/large/006wfHWTgy1hnw7nzv4e1j32xu27c7wi.jpg,https://wx1.sinaimg.cn/large/006wfHWTgy1hnw7o0zsmoj327l1we4qp.jpg,https://wx1.sinaimg.cn/large/006wfHWTgy1hnw7o2oo2hj327a18vb2a.jpg",1710824144,新浪微博移动端,凌云飞行,0,2,13,2025-10-27 20:05:01,2025-10-27 20:05:01
5010270686544088,一小时二十分,昨天晚餐做了六个菜，蒸排骨（图一）、白萝卜炖牛腩（图二）、红烧鸡翅、酸辣椒炒鸡杂、蛤蜊汤、清炒红菜苔（元宝是虾仁蒸蛋）6个菜耗时一小时二十分，博主做事效率高，这速度应该超越了很多人（好几个不是快手菜）。如果再加上打扫厨房，这样的一餐饭必然要花最少两小时。如果请人上门做，同样是6 ...全文,"https://wx1.sinaimg.cn/large/4ef4f67bly1hnli9nw5m5j20q8173jy5.jpg,https://wx1.sinaimg.cn/large/4ef4f67bly1hnli9o8vwmj20q616ljxv.jpg,https://wx1.sinaimg.cn/large/4ef4f67bly1hnli9oki11j20s11dvdjv.jpg",1710025081,新浪微博移动端,小猴子和元宝姐弟成长记录,0,2,9,2025-10-27 20:05:34,2025-10-27 20:05:34
5002157889427093,一小时二十分,从河内往岘港走有三种方式：飞机800多，一小时二十分。火车500多，十五至十八小时。卧铺大巴200多，最快的那班十二小时可到。后两者如果选夜班车的话，还可省下一晚房钱。我让阿萝选，萝说：“选最便宜的。”很好，小小年纪，已经有点背包客的样子了。 ,"https://wx1.sinaimg.cn/large/62634710gy1hmvmvttyeoj23402c0u0x.jpg,https://wx1.sinaimg.cn/large/62634710gy1hmvmvvbakhj23402c07q4.jpg",1708090839,新浪微博移动端,黄xixi,2,15,65,2025-10-27 20:05:16,2025-10-27 20:05:16
5000157261204494,一小时二十分,花傲天录了存一下傲天哥哥大年初一到大年初二和熬夜妹妹的谈恋爱全程（最后大概十几分钟手机没电了没录上）（最长的视频前一小时二十分左右是歼灭模式）最短的视频傲天哥哥在说手机膜。录着屏睡着了（枪声好催眠）@华晨宇yu #华晨宇和平精英品牌代言人# ,,1707613852,新浪微博移动端,澜言yu,21,8,68,2025-10-27 20:05:18,2025-10-27 20:05:18
4985854319657234,1h22min,崔秀彬 ☁️ #崔秀彬ins# 【240102】【个人IG】✨第16条ins——📍历时1h22min突破100w👍 📍历时10h40min突破200w👍📍历时58h47min突破300w👍✅第16条100w👍达成✅第16条200w👍达成✅第10条300w👍达成🐰秀彬个人INS：page.soobin ,"https://wx1.sinaimg.cn/large/0088OCqXly1hlfmkj00rvj30wi1l6gxj.jpg,https://wx1.sinaimg.cn/large/0088OCqXly1hlg6umg68lj30n0139tci.jpg,https://wx1.sinaimg.cn/large/0088OCqXgy1hlieanurfaj30u01gb7af.jpg",1704203764,新浪微博移动端,崔秀彬_SnowRabbit,12,58,323,2025-10-27 20:04:53,2025-10-27 20:04:53
4973780990429315,一小时二十分,11月总结11月的崔恩灿随时随地发现新搞笑1101直播关了声音静音播了三分钟1103独创晚安曲1105长达一小时二十分的复古dj电台1113放歌记错密码导致手机锁屏五分钟1114玩转ins特效的男人1126为自己笨蛋人设再次添砖加瓦 ,"https://wx1.sinaimg.cn/large/005wslfUly1hkd3p28mioj30gz0uc768.jpg,https://wx1.sinaimg.cn/large/005wslfUly1hkd3srvencj30nj115taj.jpg,https://wx1.sinaimg.cn/large/005wslfUly1hkd3p1m3l5j30u014e767.jpg,https://wx1.sinaimg.cn/large/005wslfUly1hkd3p2ero8j309u0g7gm4.jpg,https://wx1.sinaimg.cn/large/005wslfUly1hkd3p2xddmj30g00seta6.jpg,https://wx1.sinaimg.cn/large/005wslfUly1hkd3p38kvsj30u0155ae8.jpg",1701325259,新浪微博移动端,BaoZ凡呀圆滚滚,20,0,25,2025-10-27 20:05:34,2025-10-27 20:05:34
4925674680224447,1h22min,尤里安·博伊科一战封神，1h22min速通夺冠！ #了不起的斯诺克##深度斯诺克live# ,"https://wx1.sinaimg.cn/large/006f1wdegy1hg3kv9vwb3j30u01uodnb.jpg,https://wx1.sinaimg.cn/large/006f1wdegy1hg3ks00o3lj30u01uoaj7.jpg,https://wx1.sinaimg.cn/large/006f1wdegy1hg3ks0mhdpj30u01uoguv.jpg",1689855821,新浪微博移动端,瓶盖说,0,2,20,2025-10-27 20:04:53,2025-10-27 20:04:53
4895189083363279,一小时二十分,崔太洋 🌻#音色狙击崔太洋# 【中字】230426 来玩一会儿?? 太洋直播全场中字完整版🅱️网页链接过来找大家玩啦 因为是星期三第二天大家还要上班所以说只过来玩一会儿（但是播着播着也到了一小时二十分😺）说了很多最近的舞台！还有出道之前的故事（路演的behind因为节目 ...全文,,1682587488,新浪微博移动端,崔太洋吧_THEOBAR,33,0,112,2025-10-27 20:05:16,2025-10-27 20:05:16
4855797361937853,1h22min,带娃赶路太难了。一早出发，汽车🚙从家到机场40min，飞机✈️从南京到大连1h22min，汽车🚙从机场到码头1h35min，今天没赶上轮渡坐了快艇🛥从皮口到大长山30min，下船后汽车🚙从码头到家15min。期间还有安检、登机、检票、买票、找车等等环节，从早上7：50出发，历时6h35min，终于在14：25到达 ...全文,https://wx1.sinaimg.cn/large/8ca6a09cly1h9wpmcaahaj251c3s0x6t.jpg,1673195770,新浪微博移动端,RUNNER_邹邹,0,4,2,2025-10-27 20:05:00,2025-10-27 20:05:00
