id,keyword,text,pics,timestamp,source,user_name,reposts_count,comments_count,attitudes_count,created_at,updated_at
5131011474064150,挖鼻孔致病,每个爱挖鼻孔的人，可能迟早都要面临4个“后果”！尽早改早前，一则“小伙长期抠鼻子感染丹毒”的新闻冲上热搜。当事人赵先生33岁，一开始只是鼻子有点肿胀，摸到淋巴结肿大，去社区医院就诊被误诊为扁桃体发炎。谁知就诊次日病情急剧恶化，整个面部已经肿胀到眼睛睁不开，且疼痛感十分明显，于 ...全文,https://wx1.sinaimg.cn/large/006oFCBvly1hyapn1hpktj30xb0lcwkw.jpg,1738811927,新浪微博移动端,DrX说,28,0,23,2025-10-27 20:17:06,2025-10-27 20:17:06
5066139317831756,挖鼻孔可能增加老年痴呆风险,以后挖鼻孔可要小心了鼻腔是细菌入侵通道！纽约大学格罗斯曼医学院的研究表明，肺炎衣原体可以通过感染嗅觉和三叉神经迅入侵脑部，最终可能会诱导老年痴呆的发生。鼻腔和大脑之间是神经通路的，如果手不干净去抠鼻子，正好手携带有一定数量的致病菌，有概率会导致脑部感染肺炎衣原体，增加患阿尔茨 ...全文,https://wx1.sinaimg.cn/large/77dd6b95ly1hshod9zuzij21ei0sg76f.jpg,1723345200,新浪微博移动端,营养师张淋琳,3,2,5,2025-10-27 20:16:50,2025-10-27 20:17:09
5059457302398249,挖鼻孔致病,#长期挖鼻孔的人后来都怎么样了#长期挖鼻孔的人可能会面临一系列的健康问题。以下是可能出现的情况，结合参考文章中的相关信息进行分点表示和归纳：1. 鼻毛脱落：经常挖鼻孔会导致鼻毛受到外力刺激而脱落。鼻毛具有吸附灰尘以及保持鼻黏膜湿润等作用，因此大量鼻毛脱落可能会引发鼻腔干燥、出血、感 ...全文,,1721752083,新浪微博移动端,自律哥万先森,1,2,6,2025-10-27 20:17:07,2025-10-27 20:17:07
5037168407872326,挖鼻孔致病,指甲挖鼻孔、剪鼻毛，如果弄破粘膜可能导致感染，即使你没有做个鼻整形手术也会发生！当然以下案例这种这种极端情况发生是有一定条件：1. 你的抵抗力很差，如肿瘤放化疗，免疫性疾病。2. 粘膜被弄破。3. 正好你鼻腔里面或剪刀上有致病性很强的耐药细菌（甚至是细菌王）。所以做鼻整形的人最好不要指甲 ...全文,https://wx1.sinaimg.cn/large/005SS3rEgy1hpzbs5bhdbj30ul0z0tqc.jpg,1716437997,新浪微博移动端,戴传昌大夫,5,3,13,2025-10-27 20:17:11,2025-10-27 20:17:11
5024665132859902,挖鼻孔致病,@神悻 偶尔挖鼻孔不会造成太大的危害，但是经常挖鼻孔可能会损伤鼻毛、引发感染、出血等。1、损伤鼻毛：鼻毛生长在鼻孔前端，可帮助阻挡空气中的颗粒，是鼻子的一道保护屏障。长期抠鼻屎，可损伤鼻毛，导致脱落，外界的灰尘、细菌等有害物质可直接刺激到鼻黏膜，引起鼻子出现各种不适的症状。　 2 ...全文,https://wx1.sinaimg.cn/large/0089BJEDly1hovfxjepj6j308c08aaa7.jpg,1713456984,新浪微博移动端,小埋次元,0,14,0,2025-10-27 20:17:08,2025-10-27 20:17:08
4976627576214568,挖鼻孔致病,#身体这4个部位不能太干净# 其实，人体皮肤表面有些细菌挺“正派”，能帮助维持皮肤表面的菌群平衡，不用频繁清理。宝子们注意，这6个部位，可别“太干净”👇🏻✅耳朵耳屎是正常的组织分泌物，它可以抵御外界细菌的侵入。如果掏太干净，也就是去掉了保护屏障；✅鼻子经常挖鼻 ...全文,https://wx1.sinaimg.cn/large/a8bfee30gy1hkm6w7ulf6j20b409tmxq.jpg,1702003938,新浪微博移动端,深圳卫健委,5,19,30,2025-10-27 20:17:09,2025-10-27 20:17:09
4974064309375503,挖鼻孔致病,【#男孩挖鼻孔致颅内感染住进ICU#！#医生科普如何安全挖鼻孔#】据厦门日报文章：气温不断走低。加上雨水稀少，最近杭州空气很是干燥，不少人鼻腔也开始干涩发痒。这时，很多人会忍不住挖一挖。不仅是孩子，有些成年人也有这个习惯。但挖鼻孔绝不是“一时挖一时爽，一直挖一直爽”的事情，不仅不爽，还 ...全文,"https://wx1.sinaimg.cn/large/002diGk7ly8hke0cy906wj60dr0aadfw02.jpg,https://wx1.sinaimg.cn/large/002diGk7ly8hke0cydeiej60gq13g44q02.jpg",1701392808,新浪微博移动端,新浪新闻,60,20,120,2025-10-27 20:17:05,2025-10-27 20:17:05
4949541021812276,挖鼻孔可能增加老年痴呆风险,挖鼻孔会增加老年痴呆的风险吗？有可能哦。纽约大学格罗斯曼医学院的一项新研究指出，频繁挖鼻孔可能增加患阿尔茨海默病（老年痴呆）的风险。研究认为，挖鼻孔可能引发肺炎衣原体进入鼻腔，并通过神经通路影响大脑，导致β淀粉样蛋白的沉积，增加患病风险。在实验中，感染肺炎衣原体的小鼠几天内在嗅 ...全文,,1695546000,新浪微博移动端,第十一诊室,8,6,22,2025-10-27 20:16:49,2025-10-27 20:16:49
4934762354186220,挖鼻孔可能增加老年痴呆风险,#为何挖鼻孔容易得老年痴呆# 总结：如果手不干净抠了鼻子，而手上正好携带一定数量的致病菌就可能会导致肺炎衣原体感染脑部 ,"https://wx1.sinaimg.cn/large/006LkecZgy1hgwmojhva8j30zk16fgo1.jpg,https://wx1.sinaimg.cn/large/006LkecZgy1hgwmoix4s2j30zk16gwmd.jpg,https://wx1.sinaimg.cn/large/006LkecZgy1hgwmoltzggj30zk16gacu.jpg",1692022491,新浪微博移动端,头脑机灵,126,130,207,2025-10-27 20:16:25,2025-10-27 20:16:25
4892163316125270,挖鼻孔致病,#鼻孔会越挖越大吗##微博医美菁英大赏##这个问题吃什么#“挖鼻孔”是很多孩子都会有的不良习惯，不仅不雅观，还会对鼻腔甚至身体造成伤害。鼻孔内有发达的鼻毛和鼻粘膜，是呼吸道的第一道“防线”。鼻毛和鼻粘膜对吸入的外界空气具有过滤、湿润、加温的作用，粘住空气中的灰尘细菌，保护身体健康。用 ...全文,"https://wx1.sinaimg.cn/large/005Xkz8Jly1hd48q6hcfcj30em0b7q4f.jpg,https://wx1.sinaimg.cn/large/005Xkz8Jly1hd48q6pipej30ip0dc3zk.jpg,https://wx1.sinaimg.cn/large/005Xkz8Jly1hd48q6u4yhj30lb0dlmzd.jpg,https://wx1.sinaimg.cn/large/005Xkz8Jly1hd48q6ykt6j30xc0hiq4i.jpg,https://wx1.sinaimg.cn/large/005Xkz8Jly1hd48q736r2j30ic0c8q3q.jpg,https://wx1.sinaimg.cn/large/005Xkz8Jly1hd48q7brghj30da08yq5e.jpg",1681866089,新浪微博移动端,营养师六六妈,0,2,5,2025-10-27 20:17:10,2025-10-27 20:17:10
4889998408554388,挖鼻孔可能增加老年痴呆风险,【#总挖鼻孔可能增加老痴风险# 】#频繁挖鼻孔或增加患病风险# 澳大利亚格里菲斯大学的研究人员证实，细菌可直接通过鼻子进入大脑，并创造可以导致阿尔茨海默症的迹象。常挖鼻孔、拔鼻毛等坏习惯，容易破坏鼻毛的屏障功能、损伤鼻腔黏膜，给各种细菌侵入大脑提供便利机会。 ,"https://wx1.sinaimg.cn/large/001W3LkXly1hcxtn35r7yj60dc0x0qbb02.jpg,https://wx1.sinaimg.cn/large/001W3LkXly1hcxtn3a9uoj60dc0onq9w02.jpg,https://wx1.sinaimg.cn/large/001W3LkXly1hcxtn3gyg3j60dc17fti202.jpg,https://wx1.sinaimg.cn/large/001W3LkXly1hcxtn3mwltj60dc0wtjy902.jpg",1681349935,新浪微博移动端,生命时报,37,18,49,2025-10-27 20:16:16,2025-10-27 20:16:16
4832389727262144,挖鼻孔致病,#25岁小伙长期挖鼻孔形成血管瘤#马上去度娘了一下挖鼻屎竟然有那么多危害如何正确清理有人说一下吗清洗眼耳口鼻每天都要干的事情 ,https://wx1.sinaimg.cn/large/64c31c0dly1h7u1cahs4cj20n00ymaef.jpg,1667614955,新浪微博移动端,范范范小怡,0,1,39,2025-10-27 20:17:06,2025-10-27 20:17:06
4831447510423393,挖鼻孔可能增加老年痴呆风险,挖鼻孔会导致“老年痴呆”？不良习惯可能让细菌找到入侵大脑的“捷径”！近日，澳大利亚的研究人员发现，细菌可直接通过鼻子进入大脑，导致阿尔茨海默症。鼻腔内的嗅觉神经一旦暴露于空气，便会为病原体提供一条可绕过血脑屏障直接进入大脑的“捷径”。科学家观察到，肺炎衣原体细菌利用嗅觉神经作 ...全文,https://wx1.sinaimg.cn/large/008eRQWHgy1h7r16w3yh2j313g0vyhdt.jpg,1667390313,新浪微博移动端,华大基因,11,2,5,2025-10-27 20:16:50,2025-10-27 20:16:50
4831409740453624,挖鼻孔可能增加老年痴呆风险,澳大利亚研究人员证实：挖鼻孔会增加老年痴呆风险，原因是细菌会通过鼻子进入大脑 ,"https://wx1.sinaimg.cn/large/87f7b519gy1h7qwtnmjf3j20s01d8jvd.jpg,https://wx1.sinaimg.cn/large/87f7b519gy1h7qwto9b5xj20so13swj7.jpg,https://wx1.sinaimg.cn/large/87f7b519gy1h7qwutoidqj20bw074acd.jpg",1667381308,新浪微博移动端,胜利主义章北海,9,42,104,2025-10-27 20:16:18,2025-10-27 20:16:18
4831027422303524,挖鼻孔可能增加老年痴呆风险,#研究发现挖鼻屎或增加痴呆症风险# 近日，国外一项研究表明，老年痴呆的出现，与挖鼻屎这一行为有着密切的关系。虽然用手指挖鼻屎，是最不雅观最不健康的清洁方法，但确实是很多人常用的方法。众所周知，手指挖鼻孔不仅容易折断鼻毛，造成鼻孔出血，还会形成鼻腔感染。同时，由于手指暴露在空气中 ...全文,,1667290156,新浪微博移动端,科技老猫说,129,157,325,2025-10-27 20:16:32,2025-10-27 20:16:32
